0.3474115,0.1979488,20­ÓÅÜ¼Æ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
train.error,test.error,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47,var48,var49,var50
0.11493517,0.060710136,329,77,694,330,491,870,448,745,82,803,738,526,840,45,362,504,698,242,37,259,510,55,690,345,30,83,657,282,539,394,590,235,375,816,488,493,667,92,543,265,91,663,514,252,701,304,692,373,46,283
0.11493517,0.030027376,572,816,631,335,414,506,890,454,680,474,756,815,646,650,484,354,580,262,24,783,664,684,55,241,277,253,427,374,45,632,205,204,251,85,703,443,647,201,281,269,612,461,610,564,557,34,536,710,248,673
0.11493517,-0.000327682,422,392,794,696,744,60,706,787,606,723,4,462,634,307,418,86,524,760,385,498,415,665,40,657,654,651,475,616,363,42,772,45,816,213,605,28,264,650,870,491,576,335,563,209,780,847,304,878,727,414
0.11493517,-1,537,742,729,548,715,470,10,468,25,838,3,248,437,213,643,228,506,680,527,217,602,531,666,319,812,11,368,827,524,677,627,45,490,403,209,324,288,658,281,299,360,687,472,337,661,352,46,515,569,399
0.11493517,-0.000463417,394,525,747,214,889,644,513,348,785,463,503,629,50,386,483,30,824,21,562,649,306,491,822,715,580,616,764,499,571,332,651,15,827,36,755,49,230,278,453,840,303,466,737,671,574,454,662,831,75,32
0.11493517,-0.000327682,714,400,501,819,758,358,643,356,240,541,329,442,34,374,600,870,712,473,459,401,664,719,346,605,653,93,535,813,333,481,30,292,72,275,833,623,602,451,345,703,280,220,404,98,38,373,483,386,525,47
0.11493517,-0.000567573,767,679,878,473,746,265,507,834,756,663,324,804,703,231,675,300,499,584,576,299,61,730,30,520,309,731,638,791,31,202,52,877,575,76,389,745,897,32,808,35,249,421,732,467,895,545,535,453,281,279
0.11493517,-0.000463417,508,480,509,570,377,83,431,254,633,309,497,763,658,537,418,613,649,490,323,758,670,36,223,839,231,831,401,295,456,620,313,66,384,894,898,753,701,487,817,774,530,408,778,30,46,781,98,306,563,6
0.11493517,-0.000327682,480,4,838,5,674,614,393,730,80,359,835,537,744,375,836,283,885,883,29,42,880,448,789,8,340,442,712,56,629,555,666,526,788,576,870,310,625,503,549,428,463,672,584,274,220,878,597,50,28,35
0.11493517,0.04292769,58,735,420,22,542,727,814,368,521,331,272,281,24,95,84,619,836,797,271,597,553,375,601,274,747,506,531,740,59,66,376,411,97,393,872,625,502,442,466,755,658,306,700,770,774,390,359,517,462,63
0.11493517,-0.000327682,826,88,780,270,230,772,702,547,292,709,323,285,14,284,821,664,719,385,538,376,693,783,825,716,838,56,480,256,308,823,436,535,517,91,885,630,324,437,202,327,74,871,694,598,465,298,497,566,441,556
0.11493517,-0.000567573,226,458,540,487,704,252,589,735,19,394,338,626,601,664,209,357,611,696,794,799,687,578,880,422,879,513,423,375,46,441,215,670,567,691,14,494,865,204,334,531,872,410,73,547,636,97,549,555,81,591
0.11493517,0.04292769,826,230,395,385,307,394,481,84,823,34,77,713,795,273,733,7,630,418,531,652,576,419,354,268,614,889,267,866,88,435,722,321,346,759,298,411,480,281,272,639,793,848,730,454,767,69,684,893,822,798
0.11493517,-0.000327682,265,769,80,341,564,721,462,293,6,768,69,202,254,488,350,759,783,335,806,280,704,553,303,660,700,657,418,485,5,89,223,34,239,39,645,683,497,308,88,744,507,778,420,373,781,731,686,813,889,24
0.11493517,0.034861472,713,328,228,300,840,343,877,409,499,739,475,626,266,20,741,764,29,361,47,261,277,471,46,777,731,812,703,784,241,323,548,97,412,413,253,535,462,400,632,438,93,1,758,446,18,547,449,342,439,221
0.11493517,0.061035996,247,845,277,675,319,435,817,871,429,516,558,224,354,559,291,611,279,640,730,96,724,823,306,27,346,431,300,474,293,873,23,688,781,219,617,349,76,304,670,506,529,47,562,430,365,71,718,746,835,564
0.11493517,-0.000327682,638,331,378,615,62,844,883,587,564,282,656,7,582,21,336,794,642,896,635,738,588,223,274,90,81,210,594,388,808,882,821,463,352,11,877,238,373,761,17,442,816,275,640,237,828,315,349,85,42,392
0.11493517,-0.000327682,751,652,374,528,307,582,65,474,218,85,454,27,515,728,640,517,21,383,319,536,249,647,892,845,520,895,734,422,812,39,335,580,789,205,571,838,846,756,44,884,235,752,666,700,746,572,549,745,560,478
0.11459285,0.085860532,829,750,558,83,631,800,438,267,232,336,715,445,439,526,492,793,846,796,301,341,346,675,271,541,430,240,579,559,503,866,515,771,417,43,876,830,574,33,226,27,69,792,57,419,582,472,512,803,822,433
0.111001284,0.060385463,338,380,9,599,236,349,580,646,353,497,563,437,514,52,250,282,659,560,481,384,421,843,813,412,92,386,318,211,809,305,582,351,747,626,330,237,445,527,824,880,802,634,81,285,383,440,474,209,307,229
0.108343677,0.107557388,802,714,324,522,866,879,73,56,360,393,665,698,2,685,252,455,353,86,327,740,484,24,443,60,307,54,899,867,50,621,356,445,880,244,492,464,456,794,597,297,551,29,436,454,678,430,586,664,405,594
0.108343677,0.115106394,232,600,561,604,779,282,94,14,777,237,514,526,17,611,654,426,870,227,616,599,650,613,12,733,469,373,828,832,717,579,839,297,244,890,550,349,333,735,255,321,552,84,640,538,35,749,60,760,248,889
0.108343677,-0.001086907,629,560,685,278,346,812,268,567,402,318,55,280,98,665,554,570,705,614,744,483,214,79,395,689,33,443,316,389,734,869,432,752,617,767,693,56,25,502,1,494,274,224,775,591,760,313,419,436,241,612
0.103158886,0.097187359,590,234,392,32,600,212,36,897,79,328,472,635,577,889,511,509,9,305,550,481,690,566,558,589,608,653,754,494,301,436,671,397,547,568,503,228,672,82,371,457,407,508,224,387,775,204,35,389,796,887
0.102646515,-0.000463417,56,614,348,898,756,763,93,480,32,250,230,552,826,744,465,401,211,262,410,783,334,356,427,92,870,448,248,312,749,542,202,317,514,896,44,728,603,799,320,418,747,768,536,235,326,337,790,323,886,717
0.102646515,0.081598559,274,51,517,502,96,70,445,254,25,349,458,327,727,749,794,204,209,324,377,362,238,529,500,549,526,791,870,823,405,800,245,773,620,38,519,834,413,772,699,34,726,591,558,843,871,203,53,527,88,888
0.102646515,0.034861472,95,579,400,296,761,70,377,62,823,540,297,626,235,68,363,558,524,73,630,22,663,625,893,476,65,565,245,886,548,784,208,722,821,278,24,506,527,330,816,536,770,760,727,500,354,378,549,298,396,619
0.102646515,0.061035996,868,507,465,460,228,573,95,314,383,884,800,552,572,406,792,223,554,455,711,656,874,268,388,488,54,557,408,19,21,628,372,440,456,98,66,486,710,273,631,497,34,285,272,10,837,312,215,653,203,767
0.102646515,0.045522347,390,784,405,559,208,761,266,370,719,888,627,388,615,739,398,815,378,724,594,376,610,668,301,447,640,360,484,650,649,18,233,680,384,268,661,362,550,776,825,709,289,895,357,524,263,740,253,60,69,94
0.102646515,-0.000567573,724,846,354,713,791,581,85,549,886,410,485,477,480,293,475,303,382,530,476,787,688,629,377,460,414,619,234,537,808,637,492,804,824,732,706,734,583,748,634,876,682,511,878,229,870,758,685,684,456,845
0.102646515,-1,440,250,208,637,44,660,328,580,775,273,685,506,602,542,897,47,848,76,584,591,700,16,822,324,218,694,312,416,223,815,827,358,10,224,692,394,687,765,436,610,465,678,225,510,695,829,304,658,348,717
0.102646515,0.086318797,843,287,417,517,669,637,880,588,94,463,254,841,662,572,721,289,382,614,616,353,472,436,340,680,329,806,778,541,670,203,891,250,642,495,210,514,397,685,294,387,821,732,657,478,308,429,893,753,241,84
0.102646515,-0.000463417,399,821,806,864,527,519,24,415,845,792,247,221,655,612,779,496,37,641,319,804,890,620,398,285,51,481,15,826,508,872,309,310,270,680,790,770,695,53,725,219,832,42,735,302,776,815,697,762,604,835
0.102646515,-0.000327682,233,355,342,16,780,380,251,82,478,800,594,600,94,599,320,697,671,507,543,68,297,218,787,605,808,746,816,574,542,591,630,222,705,20,269,887,505,466,394,844,404,206,80,810,444,598,33,419,673,244
0.102646515,-0.000327682,760,206,483,244,40,292,734,691,94,35,454,77,786,529,310,376,228,758,534,318,381,522,374,202,768,680,489,42,95,412,775,618,761,360,506,444,511,498,68,675,782,665,349,619,829,616,672,3,674,462
0.102646515,0.04292769,663,666,698,474,266,657,798,275,549,721,519,426,476,867,751,44,33,526,805,204,482,67,491,504,895,238,437,351,463,38,733,622,64,810,563,893,50,371,234,594,683,297,363,379,831,715,517,310,821,24
0.102646515,0.034861472,55,773,696,662,711,214,536,842,870,88,201,789,591,65,717,27,312,356,755,306,726,405,652,456,820,209,729,229,698,9,792,871,610,580,46,231,454,211,617,627,799,78,7,793,875,737,295,882,496,656
0.101224184,-0.001135249,421,17,217,402,700,698,505,451,38,786,55,501,625,413,496,345,737,61,368,707,509,320,95,13,484,605,784,335,480,288,498,76,682,820,462,533,739,674,621,26,459,539,75,62,476,687,87,488,713,731
0.101224184,0.105719561,503,600,203,634,527,302,285,455,506,834,419,76,382,260,358,308,59,654,66,839,758,392,877,269,652,737,811,72,63,698,460,471,668,373,14,292,761,374,805,327,257,391,572,273,797,259,225,357,288,873
0.101224184,-0.001086907,665,99,314,587,772,434,831,241,366,23,292,490,821,781,601,337,387,16,873,817,357,811,697,275,345,677,551,519,289,688,35,883,755,13,446,444,253,899,4,21,785,503,572,896,65,848,472,543,682,299
0.099535782,-0.000327682,540,63,618,496,672,767,406,380,262,218,393,673,435,2,818,728,730,212,558,736,376,759,501,764,816,426,748,782,580,50,37,223,3,445,32,55,602,27,278,666,397,790,872,547,701,277,7,216,679,693
0.099535782,0.034861472,726,263,72,887,291,488,238,293,28,745,690,562,289,220,268,255,230,559,284,448,425,673,51,450,444,469,222,24,204,410,709,793,236,67,492,697,653,656,528,271,46,877,258,19,829,827,390,786,524,409
0.099535782,-1,585,96,376,240,258,789,291,745,415,676,495,445,865,201,363,790,454,766,47,221,613,14,653,326,758,545,480,833,278,639,668,33,470,744,727,546,484,840,573,819,365,692,440,30,403,99,52,314,877,872
0.099535782,-1,437,48,1,773,708,241,584,12,317,550,728,390,8,260,419,232,468,817,499,561,594,709,686,682,81,573,803,243,380,488,894,661,690,75,208,521,356,805,201,453,266,703,55,876,509,869,254,13,843,287
0.099535782,-0.000463417,37,737,669,451,341,496,253,28,87,488,582,74,707,237,727,234,837,258,667,20,786,413,292,879,382,804,565,549,415,708,512,406,424,221,58,357,684,370,401,314,781,336,805,384,369,839,683,53,84,827
0.099535782,-1,772,232,660,38,296,468,269,888,649,338,470,565,624,810,215,40,57,636,609,887,749,567,750,241,600,477,642,871,655,260,755,525,399,48,378,255,56,446,409,333,453,722,538,357,51,392,654,817,865,493
0.099535782,-0.000655384,30,95,384,212,304,316,262,27,871,891,730,774,355,890,838,751,490,65,541,210,310,25,895,503,363,705,457,26,494,898,11,897,218,277,469,1,550,738,249,723,224,525,896,309,407,634,482,881,88,2
0.099535782,-0.000327682,446,246,2,509,892,695,478,42,788,633,213,762,841,586,502,318,499,521,49,582,694,761,614,726,838,449,355,323,388,76,551,728,785,340,313,871,722,847,13,485,83,599,652,795,605,580,256,611,776,899
0.099535782,-0.000327682,244,451,825,404,358,876,718,578,538,429,773,840,99,322,325,687,466,457,649,470,535,667,843,460,631,584,511,626,605,818,364,18,434,431,581,591,562,487,78,679,295,92,383,236,786,601,439,677,49,761
0.099535782,-0.000327682,528,220,399,527,829,337,804,82,870,46,841,324,285,404,47,735,899,374,16,266,877,559,347,449,828,269,760,644,878,655,810,67,522,704,567,470,499,848,417,693,726,402,94,216,708,741,552,577,617,84
0.099535782,-0.000327682,810,827,380,40,864,222,525,39,871,878,202,237,573,268,267,337,277,451,15,273,469,733,315,545,86,509,285,266,446,593,706,43,603,458,440,828,807,474,538,784,206,786,450,80,720,668,872,574,692,575
0.099535782,0.04292769,611,453,822,79,283,659,727,265,733,626,421,613,509,227,356,35,340,92,9,7,21,580,703,799,483,345,804,324,555,37,743,211,798,884,870,838,349,515,643,618,70,746,685,469,508,454,95,321,36,459
0.099535782,-0.000327682,50,457,680,298,319,436,467,296,58,378,74,676,507,329,65,405,757,738,613,203,623,364,309,23,678,828,373,356,398,278,816,284,875,306,98,202,872,254,595,495,44,280,92,725,29,538,425,869,399,321
0.099535782,-0.000327682,384,355,820,800,883,507,408,373,661,265,616,300,693,832,224,786,340,400,365,43,672,374,332,882,97,72,880,630,541,24,274,434,204,823,747,99,459,232,575,231,655,795,345,477,350,296,874,47,77,632
0.099535782,-0.000327682,644,723,569,328,81,461,267,771,51,604,35,84,766,497,830,375,255,819,466,481,94,574,70,899,384,217,428,292,476,791,59,22,222,282,219,534,241,663,443,760,315,645,48,251,790,712,471,369,415,613
0.099535782,0.04292769,526,341,573,246,532,220,795,761,747,520,233,578,449,365,327,471,426,72,492,419,881,430,838,877,725,613,539,554,17,277,402,514,627,455,24,778,540,332,508,44,288,268,639,42,655,285,807,5,644,717
0.099535782,0.024250176,712,444,615,552,74,479,34,76,792,899,21,264,867,636,586,733,333,540,442,6,473,641,60,65,232,557,720,295,438,96,545,606,346,478,544,757,383,292,436,816,688,529,769,341,266,639,822,5,770,392
0.099535782,-0.000327682,382,557,789,358,535,683,832,360,554,475,835,519,741,83,810,283,530,528,364,20,797,602,510,646,814,326,394,655,476,812,318,2,452,564,253,33,440,703,587,569,409,89,393,80,255,726,760,233,629,487
0.099535782,-0.000327682,868,303,77,768,5,32,449,244,574,243,318,820,719,722,306,693,705,622,313,486,547,22,87,770,823,89,433,363,311,681,26,713,786,886,623,488,98,748,788,236,46,610,779,55,542,602,304,216,352,579
0.093561863,-0.000327682,93,650,237,34,586,313,59,515,729,785,806,242,374,837,84,366,303,265,95,892,600,685,793,688,615,55,26,553,412,485,789,315,822,527,79,12,8,573,268,703,864,561,497,375,404,531,454,519,564,577
0.093561863,0.064163677,89,67,594,457,396,715,64,270,566,281,362,12,483,649,236,214,300,329,879,6,348,297,386,486,477,65,392,482,242,219,615,458,376,632,658,696,776,407,665,756,394,247,809,578,468,268,57,739,613,32
0.093561863,-1,869,653,683,835,229,866,520,69,331,21,775,348,566,875,54,53,77,382,703,296,460,267,37,723,809,605,39,469,691,486,27,887,318,759,449,546,717,381,41,310,32,398,345,235,437,709,762,207,233,684
0.093561863,-0.000327682,673,431,647,419,249,406,628,385,288,432,362,44,782,30,382,472,335,797,654,270,69,453,749,557,39,878,17,684,217,93,279,251,42,387,642,82,461,538,201,703,447,830,591,571,506,553,887,202,833,568
0.086490765,-0.001086907,47,453,93,743,761,412,292,877,46,282,834,584,336,57,324,415,267,603,419,583,73,269,235,372,721,793,568,291,533,505,270,752,474,682,219,28,796,317,560,4,658,720,591,691,526,835,354,457,687,817
0.086027353,0.04292769,667,450,261,711,509,36,656,613,34,85,409,314,605,61,319,631,755,386,58,233,581,252,653,883,341,604,547,300,351,385,377,415,437,575,271,580,93,635,870,898,869,734,312,71,43,629,819,446,637,704
0.086027353,-1,400,356,302,409,709,36,754,44,733,338,97,751,885,834,760,370,737,405,738,64,606,603,76,252,845,592,643,460,719,348,343,41,879,59,644,823,887,555,46,246,208,386,399,612,521,269,456,375,549,870
0.086027353,-0.000463417,474,376,365,479,298,348,23,420,670,277,779,711,288,451,393,801,324,312,663,259,654,391,610,871,337,753,520,93,785,242,549,380,22,475,661,425,725,688,262,402,631,843,547,368,50,804,21,495,71,69
0.086027353,-0.000327682,18,381,602,565,436,755,9,395,676,707,38,757,547,3,501,754,69,832,619,869,265,516,520,222,680,326,790,561,538,653,474,484,33,503,340,705,203,617,678,842,822,763,838,295,692,97,651,14,701,12
0.086027353,-0.000463417,663,266,578,330,408,619,55,14,507,307,819,208,838,18,624,608,688,332,611,533,567,577,766,23,401,311,669,462,455,303,868,782,512,481,864,644,243,670,445,246,581,414,790,295,833,789,562,494,75,71
0.086027353,-0.000327682,304,532,404,354,487,45,429,269,876,285,758,735,551,616,513,434,803,342,65,302,739,724,29,531,61,841,300,669,239,747,521,462,27,666,634,659,468,627,421,838,617,85,651,312,386,753,680,662,720,542
0.086027353,-1,750,447,796,893,380,673,319,866,269,483,314,667,716,20,481,371,626,652,706,214,878,648,287,477,222,76,206,523,280,86,245,559,24,376,755,384,594,525,351,884,638,31,565,422,549,254,378,691,55,374
0.086027353,-0.000463417,285,10,791,375,480,839,778,710,400,318,587,86,494,325,613,627,463,572,420,321,484,737,365,88,716,440,678,896,752,515,3,262,603,218,34,538,655,401,450,394,8,638,814,96,701,225,240,298,409,24
0.086027353,0.091392896,803,657,686,475,265,211,603,54,399,327,489,747,715,484,39,7,580,596,635,506,442,392,396,560,829,642,882,86,79,402,798,819,444,493,899,285,56,280,298,373,702,223,623,837,380,323,579,625,568,548
0.086027353,0.086318797,525,471,613,84,323,50,795,483,691,783,879,248,619,895,327,470,386,72,289,669,224,221,839,453,439,43,535,61,318,14,486,406,834,99,722,883,708,351,757,75,280,680,477,706,896,213,559,87,26,831
0.086027353,-0.000867017,304,831,538,726,804,740,95,610,817,52,842,536,763,218,249,846,261,465,697,475,754,671,410,366,59,735,636,388,347,701,682,446,693,569,266,525,793,589,709,402,729,502,423,2,841,55,647,483,27,565
0.086027353,-1,562,637,728,214,401,755,50,31,80,68,499,363,737,70,542,262,202,309,585,488,427,816,565,625,58,490,563,350,385,73,374,645,74,750,441,272,300,814,744,244,766,646,890,723,424,657,660,696,205,706
0.081269813,-0.000327682,832,848,329,762,611,513,685,208,621,658,462,667,836,302,464,838,866,92,472,538,805,209,869,835,64,499,403,800,446,744,668,724,399,626,4,737,6,260,791,566,389,431,29,837,427,823,769,582,830,565
0.081269813,-0.000327682,564,94,73,588,689,623,53,366,269,620,793,33,587,505,227,713,829,437,714,509,887,288,459,267,751,730,35,670,832,80,299,774,893,624,532,207,49,645,487,707,303,411,432,428,651,517,667,704,661,252
0.081269813,-0.000327682,825,261,25,63,648,687,23,267,661,61,213,19,617,730,535,483,39,838,620,556,606,522,445,478,592,576,542,426,413,631,552,790,369,726,727,45,734,449,773,560,738,215,265,732,245,680,649,350,275,328
0.081269813,-0.000327682,429,82,691,483,888,894,26,703,636,872,534,687,536,244,17,360,81,565,685,696,266,675,754,811,812,647,418,710,539,400,253,895,589,357,702,804,437,669,726,818,556,426,264,512,273,388,94,456,713,453
0.081269813,-0.000327682,238,474,471,250,436,309,640,883,86,2,472,516,771,756,248,564,703,225,265,1,401,371,842,636,232,296,316,750,456,735,424,409,637,868,633,32,769,646,886,267,487,676,721,289,382,450,897,240,369,427
0.081269813,-1,313,722,236,771,737,869,756,213,497,754,383,389,377,262,495,67,336,299,443,887,659,726,628,593,441,785,442,760,421,7,721,836,89,260,318,468,467,222,565,73,644,78,405,428,358,463,695,270,22,820
0.081269813,-1,267,547,507,811,300,55,347,830,886,537,807,870,579,844,486,242,391,720,295,474,215,791,758,588,841,506,333,707,50,622,382,452,699,735,322,262,826,641,763,444,724,442,499,201,891,274,759,75,248,59
0.081269813,-0.000567573,433,413,28,782,523,885,53,712,487,886,769,349,786,793,465,55,39,298,267,645,896,693,651,556,492,304,620,213,583,697,212,889,646,721,352,894,743,494,509,652,261,797,753,484,272,730,11,446,237,803
0.081269813,-0.000327682,292,399,607,690,800,874,315,445,308,879,470,208,213,553,837,668,342,519,543,815,685,510,486,699,700,621,459,520,638,256,735,59,501,674,70,517,516,493,364,432,325,434,240,205,502,692,77,35,823,507
0.081269813,-1,885,534,10,742,722,522,565,75,33,596,518,349,333,729,443,206,310,221,484,771,879,572,466,427,419,45,533,560,247,678,390,589,2,8,733,719,421,287,658,37,889,568,824,517,758,740,786,894,216,728
0.081269813,-0.000327682,22,545,868,416,733,576,622,700,429,793,662,95,362,70,255,460,56,676,19,262,225,342,59,826,227,345,845,218,336,779,92,425,208,621,379,486,329,15,398,663,87,553,536,50,276,375,607,232,497,323
0.081269813,-1,599,307,522,89,379,612,707,665,721,414,460,37,591,781,365,85,761,758,810,683,246,527,335,831,265,845,436,217,593,449,65,663,212,883,55,615,641,783,782,592,61,823,20,693,820,441,15,459,210,533
0.081269813,-0.000567573,683,505,271,702,645,393,35,841,370,553,378,805,256,789,729,634,38,255,375,532,624,259,79,411,481,754,510,773,227,756,639,224,449,269,263,494,616,604,765,769,344,776,246,823,36,214,89,719,728,252
0.081269813,0.04292769,428,586,368,587,891,740,212,7,315,746,672,671,256,309,624,1,617,21,588,642,333,626,213,765,479,444,885,747,589,22,487,249,515,658,532,468,263,817,283,433,454,69,655,436,748,439,565,795,221,289
0.081269813,-0.000327682,585,875,240,480,677,796,400,608,619,501,341,665,330,256,354,760,2,231,274,285,744,345,402,513,811,782,648,897,360,395,436,471,641,670,664,518,558,24,416,626,498,236,452,371,710,467,376,864,541,780
0.081269813,-0.000327682,482,224,398,732,550,418,734,62,215,36,871,872,673,706,826,520,677,757,803,44,707,376,245,575,552,615,819,638,768,337,750,45,584,567,248,2,676,605,633,79,504,610,213,93,568,875,576,346,519,626
0.081269813,0.04292769,768,649,446,411,519,655,205,539,555,334,636,62,391,459,582,727,805,89,30,726,206,56,330,873,653,325,809,844,629,586,525,352,35,423,204,328,501,495,242,408,486,81,343,466,323,720,841,373,78,434
0.081269813,-0.000327682,330,42,239,324,552,364,609,847,695,263,225,496,99,835,213,11,679,843,689,30,838,520,472,626,326,86,63,431,51,10,547,604,354,204,433,388,294,797,649,272,878,788,238,46,241,749,336,420,896,49
0.081269813,-1,671,621,526,32,418,393,730,823,424,890,632,660,300,91,650,303,481,631,405,562,444,86,779,876,362,255,208,839,348,98,695,4,677,541,630,466,554,329,212,394,883,580,99,61,391,497,488,545,409,663
0.081269813,-0.000463417,414,840,251,13,779,681,782,797,54,348,294,825,60,244,506,436,674,346,2,384,353,324,29,679,400,27,48,716,809,65,728,841,694,246,493,666,573,230,684,738,617,332,885,563,532,566,534,227,627,584
0.081269813,-0.000463417,214,494,79,38,90,546,525,236,349,448,883,244,312,895,32,662,707,453,402,571,763,430,222,39,604,223,212,599,457,446,800,395,516,397,220,77,636,588,567,362,336,281,51,572,370,485,359,522,469,30
0.081269813,-0.000567573,612,737,250,722,697,806,385,32,547,98,804,524,546,643,449,610,434,315,393,41,473,713,378,212,586,401,743,541,798,637,748,746,362,447,651,71,682,695,349,345,320,500,299,508,589,58,45,346,82,738
0.081269813,-0.000327682,388,329,525,880,355,60,24,448,625,621,730,458,265,408,501,354,293,463,201,842,804,32,761,333,215,213,31,600,78,214,401,553,787,6,483,61,84,547,764,670,433,594,686,473,534,446,645,432,479,588
0.081269813,-0.000327682,577,371,359,562,76,321,650,293,461,369,222,361,670,263,473,631,478,699,28,731,484,846,869,278,575,641,541,408,58,896,304,5,383,405,890,781,60,388,700,287,842,448,653,766,574,679,382,711,587,870
0.081269813,0.061035996,250,86,797,735,811,405,408,76,676,349,22,244,680,683,472,439,243,769,622,424,795,875,575,391,219,39,64,872,553,667,87,805,296,731,513,687,97,412,780,803,267,867,278,360,599,311,312,357,71,736
0.081269813,0.04292769,724,628,219,540,203,818,217,823,93,98,692,830,771,744,499,207,298,572,598,884,511,526,14,247,496,679,341,687,333,244,371,688,543,261,449,636,824,557,2,748,458,759,205,690,240,773,817,871,389,483
0.081269813,-0.000327682,387,36,222,756,424,40,744,483,229,768,253,66,51,832,774,242,268,647,690,870,260,723,874,394,33,20,611,527,434,575,363,847,28,70,384,661,893,78,406,474,717,624,44,334,239,770,238,695,827,319
0.081269813,-0.000567573,264,627,837,680,539,785,222,57,876,243,668,318,706,245,398,800,713,834,871,494,757,70,342,653,94,830,567,372,514,466,74,625,364,679,326,5,725,260,780,896,69,603,864,762,657,40,324,765,448,490
0.081269813,0.061035996,575,792,736,846,640,721,554,331,551,326,571,324,425,541,799,282,775,834,565,892,625,683,561,510,298,238,334,398,502,567,695,870,475,63,294,310,814,487,353,96,54,793,531,602,293,401,754,506,879,767
0.081269813,-1,696,267,727,631,222,560,368,899,656,205,459,764,234,564,20,322,744,68,59,233,461,488,255,669,767,278,609,258,695,427,710,61,35,390,638,296,542,687,329,741,25,65,879,332,840,326,328,736,458,452
0.081269813,-1,776,507,68,209,336,37,233,363,823,796,360,444,601,595,683,566,521,387,899,619,605,581,788,830,604,787,809,525,41,569,648,512,754,513,453,554,701,573,62,1,234,371,767,561,660,537,86,52,836,455
0.081269813,-1,461,818,556,281,393,274,60,458,761,848,806,91,619,710,593,824,99,625,773,369,279,542,420,531,6,474,611,870,272,242,812,813,841,562,62,381,788,891,651,772,826,448,232,316,467,819,873,336,569,517
0.081269813,-0.000327682,62,288,89,741,461,800,835,550,233,500,202,82,781,386,762,320,716,489,899,614,603,812,431,361,346,353,255,617,604,35,799,616,278,768,738,713,532,535,81,667,414,237,469,313,626,206,66,590,360,639
0.081269813,-1,25,895,455,508,75,349,768,808,33,844,795,42,800,461,20,34,812,258,359,487,776,365,643,717,704,536,361,827,31,661,239,314,279,434,876,292,553,626,594,411,280,16,559,416,342,319,521,51,452,729
0.081269813,-1,825,729,272,685,352,84,472,517,317,536,474,4,563,807,776,778,893,22,545,342,460,617,237,821,233,804,723,452,848,627,801,99,435,455,422,514,498,529,662,86,209,288,515,881,866,385,365,721,895,707
0.076790319,-1,668,298,412,73,865,9,556,706,791,33,622,793,801,546,567,387,381,563,777,632,208,526,628,511,68,581,25,457,356,589,426,897,805,720,514,82,448,40,678,64,559,276,832,558,584,794,213,349,651,611
0.076790319,-0.000327682,94,487,620,55,392,279,333,555,762,674,422,455,723,827,280,810,412,545,435,754,645,846,731,768,661,513,427,500,675,470,407,580,319,712,805,703,630,632,285,267,801,359,214,481,479,601,750,247,221,93
0.076790319,-0.000327682,740,875,465,422,311,843,433,264,689,776,615,444,623,883,625,32,368,761,695,61,704,705,411,768,786,50,52,249,472,202,785,713,18,317,64,325,716,393,358,870,530,324,367,321,28,265,549,757,295,547
0.069958257,-0.001135249,824,899,253,33,561,598,640,3,29,572,831,389,587,623,604,22,224,554,412,243,450,519,257,892,890,311,6,337,13,347,775,513,680,729,721,800,233,791,682,672,325,547,329,715,212,385,508,608,828,788
0.069958257,-0.001086907,477,408,226,546,218,746,643,898,235,37,557,641,392,714,439,595,440,480,728,804,658,892,654,333,891,13,625,430,24,443,832,874,800,613,67,580,584,355,52,299,769,886,735,262,824,682,590,548,792,556
0.066156243,-1,25,542,796,673,597,733,830,409,882,61,326,263,323,289,99,590,717,550,614,750,836,642,356,727,511,492,524,591,453,605,671,613,246,38,62,358,312,566,412,311,242,798,523,367,252,321,879,738,610,609
0.066156243,-1,23,630,667,326,11,294,648,629,323,397,668,485,656,215,710,898,401,87,202,628,31,409,474,376,654,400,466,757,796,728,708,763,691,602,741,261,565,363,732,436,260,660,882,783,797,825,550,12,203,768
0.066156243,-0.000327682,697,725,16,718,54,613,838,669,834,326,539,533,560,559,1,447,346,679,209,781,508,551,773,580,481,391,639,249,747,780,577,295,236,641,509,627,636,218,486,371,542,788,741,277,598,687,282,573,546,95
0.066156243,-1,675,529,346,56,28,777,38,874,886,607,373,211,666,491,544,461,236,86,424,659,429,805,474,637,511,45,53,525,696,370,657,368,233,652,428,875,623,515,752,312,427,389,464,503,69,687,416,813,482,25
0.066156243,-1,526,811,865,837,474,735,763,551,712,206,245,511,751,716,222,747,833,354,312,432,665,769,444,257,413,343,812,881,93,434,295,778,362,464,655,292,609,389,392,534,221,232,523,685,814,398,201,76,838,382
0.066156243,0.086318797,696,599,882,697,843,20,771,667,400,427,726,244,293,754,867,472,736,768,830,408,713,388,203,62,249,798,690,477,429,482,618,398,800,655,529,336,691,894,751,621,526,268,271,360,97,727,546,772,559,825
